"claims" "claim" "exposure" "age" "gender" "marital.status" "education" "region" "vehicle.age" "vehicle.body" "vehicle.use"
1 1 1 30 "Male" "Single" "12" "Lakeview" 22 "Hatchback" "Commute"
0 0 1 41 "Female" "Married" "18" "Lakeview" 4 "Hatchback" "Commute"
0 0 1 43 "Female" "Married" "22" "Piety Corner" 2 "Sedan" "Private"
0 0 1 26 "Female" "Married" "22" "Banks Square" 7 "Hatchback" "Business"
0 0 1 51 "Male" "Married" "16" "Piety Corner" 5 "Hatchback" "Private"
0 0 0.5 44 "Male" "Married" "12" "Bleachery" 7 "Sedan" "Commute"
0 0 1 23 "Female" "Married" "18" "Piety Corner" 5 "Minibus" "Commute"
0 0 1 32 "Female" "Married" "22" "Lakeview" 0 "SUV" "Commute"
0 0 0.75 30 "Female" "Married" "12" "Lakeview" 10 "Sedan" "Commute"
0 0 1 24 "Female" "Married" "16" "The Chemistry" 24 "Truck" "Commute"
0 0 1 28 "Female" "Married" "12" "Lakeview" 22 "Panel Van" "Business"
1 1 1 31 "Male" "Married" "16" "Bleachery" 7 "Minibus" "Commute"
0 0 0.75 35 "Female" "Married" "16" "Lakeview" 9 "Station Wagon" "Commute"
0 0 1 72 "Female" "Single" "18" "Lakeview" 7 "Minibus" "Commute"
0 0 0.75 30 "Female" "Married" "12" "Warrendale" 0 "SUV" "Commute"
2 1 1 31 "Male" "Married" "16" "Bleachery" 4 "Sedan" "Private"
0 0 1 21 "Male" "Married" "12" "Warrendale" 5 "SUV" "Commute"
0 0 0.666666666666667 24 "Male" "Married" "12" "Warrendale" 13 "SUV" "Private"
0 0 1 33 "Male" "Married" "16" "Warrendale" 8 "Truck" "Private"
0 0 0.666666666666667 23 "Female" "Married" "18" "Lakeview" 4 "Panel Van" "Commute"
0 0 1 53 "Female" "Married" "22" "The Chemistry" 10 "SUV" "Private"
0 0 1 44 "Female" "Married" "18" "Bleachery" 1 "Sedan" "Commute"
0 0 1 22 "Female" "Married" "12" "Lakeview" 3 "Sedan" "Private"
0 0 1 30 "Female" "Married" "12" "Warrendale" 1 "Sedan" "Commute"
0 0 0.75 45 "Female" "Married" "22" "Piety Corner" 4 "SUV" "Private"
0 0 1 35 "Male" "Married" "16" "Banks Square" 9 "Sedan" "Business"
0 0 1 29 "Male" "Single" "22" "The Chemistry" 8 "Truck" "Private"
0 0 0.416666666666667 58 "Male" "Married" "16" "Lakeview" 2 "Hatchback" "Private"
0 0 0.333333333333333 64 "Male" "Married" "12" "Lakeview" 9 "Hatchback" "Commute"
0 0 1 36 "Female" "Married" "16" "Highlands" 1 "Sedan" "Commute"
0 0 1 18 "Female" "Married" "12" "Piety Corner" 6 "Sedan" "Commute"
0 0 0.333333333333333 30 "Female" "Married" "16" "Bleachery" 0 "Hatchback" "Commute"
0 0 1 27 "Male" "Married" "16" "Bleachery" 2 "Sedan" "Private"
0 0 0.75 59 "Male" "Single" "16" "Warrendale" 3 "Sedan" "Private"
0 0 1 33 "Female" "Married" "12" "Bleachery" 13 "Minibus" "Commute"
0 0 1 42 "Female" "Married" "16" "Piety Corner" 4 "Minibus" "Private"
0 0 1 24 "Male" "Single" "22" "Lakeview" 14 "Hatchback" "Commute"
0 0 1 24 "Male" "Married" "16" "Lakeview" 15 "Station Wagon" "Commute"
0 0 0.5 25 "Female" "Married" "22" "Lakeview" 3 "Station Wagon" "Commute"
0 0 1 35 "Male" "Married" "22" "Lakeview" 6 "Sedan" "Commute"
0 0 1 59 "Male" "Single" "16" "Lakeview" 23 "Minibus" "Private"
0 0 1 28 "Male" "Married" "16" "Piety Corner" 1 "SUV" "Commute"
0 0 1 32 "Female" "Married" "18" "Lakeview" 25 "Sedan" "Commute"
0 0 1 33 "Female" "Married" "18" "The Lanes" 9 "SUV" "Commute"
0 0 1 69 "Male" "Married" "12" "Highlands" 1 "Panel Van" "Commute"
0 0 1 50 "Female" "Married" "18" "Warrendale" 4 "Hatchback" "Private"
0 0 1 23 "Male" "Married" "16" "The Lanes" 19 "SUV" "Commute"
0 0 0.5 69 "Female" "Married" "16" "Banks Square" 4 "Panel Van" "Private"
0 0 1 34 "Male" "Married" "12" "Lakeview" 4 "Minibus" "Commute"
0 0 1 66 "Male" "Married" "18" "Piety Corner" 9 "Sedan" "Private"
0 0 1 24 "Female" "Married" "18" "Warrendale" 8 "Sedan" "Commute"
0 0 1 27 "Female" "Married" "12" "Highlands" 4 "Hatchback" "Commute"
0 0 1 39 "Male" "Married" "18" "Lakeview" 22 "Hatchback" "Commute"
0 0 1 51 "Female" "Married" "12" "The Chemistry" 6 "Station Wagon" "Private"
0 0 0.333333333333333 47 "Female" "Married" "12" "Lakeview" 16 "Hatchback" "Commute"
0 0 1 49 "Female" "Married" "12" "Bleachery" 5 "Sedan" "Private"
1 1 1 38 "Male" "Married" "16" "Highlands" 7 "Truck" "Commute"
0 0 1 53 "Female" "Married" "22" "Bleachery" 8 "Station Wagon" "Commute"
0 0 1 33 "Female" "Single" "22" "Warrendale" 21 "Minibus" "Commute"
0 0 1 41 "Female" "Single" "22" "Warrendale" 5 "Station Wagon" "Commute"
0 0 0.666666666666667 75 "Male" "Married" "12" "Lakeview" 16 "Minibus" "Private"
0 0 1 36 "Female" "Married" "16" "Warrendale" 0 "SUV" "Commute"
0 0 1 41 "Female" "Single" "12" "Lakeview" 0 "Sedan" "Commute"
0 0 1 35 "Male" "Single" "16" "Highlands" 4 "Minibus" "Commute"
0 0 1 32 "Male" "Married" "22" "Bleachery" 3 "SUV" "Commute"
0 0 1 27 "Female" "Married" "22" "Banks Square" 4 "Sedan" "Private"
0 0 1 20 "Female" "Married" "18" "Highlands" 5 "Station Wagon" "Business"
1 1 1 68 "Female" "Married" "18" "Lakeview" 5 "Truck" "Private"
0 0 1 34 "Female" "Married" "18" "Piety Corner" 8 "Sedan" "Commute"
0 0 0.5 33 "Male" "Single" "22" "Lakeview" 9 "Panel Van" "Commute"
0 0 1 34 "Female" "Married" "18" "Bleachery" 6 "Station Wagon" "Commute"
0 0 0.75 63 "Male" "Married" "12" "Lakeview" 8 "Minibus" "Commute"
0 0 1 29 "Male" "Married" "18" "The Lanes" 0 "Hatchback" "Private"
0 0 1 48 "Female" "Married" "22" "The Lanes" 0 "Panel Van" "Private"
0 0 1 31 "Male" "Married" "12" "Warrendale" 3 "SUV" "Private"
0 0 0.666666666666667 34 "Male" "Married" "18" "Bleachery" 15 "SUV" "Commute"
0 0 1 24 "Female" "Married" "18" "Piety Corner" 5 "Panel Van" "Commute"
0 0 1 52 "Male" "Married" "22" "Lakeview" 8 "Sedan" "Business"
0 0 1 24 "Female" "Married" "22" "The Chemistry" 3 "SUV" "Commute"
0 0 1 26 "Male" "Married" "12" "Piety Corner" 9 "SUV" "Commute"
0 0 0.75 52 "Female" "Single" "12" "Lakeview" 15 "SUV" "Commute"
0 0 0.5 27 "Male" "Single" "22" "The Chemistry" 2 "Hatchback" "Private"
0 0 1 29 "Female" "Married" "18" "Lakeview" 8 "Sedan" "Private"
0 0 1 33 "Female" "Married" "16" "Lakeview" 8 "Minibus" "Business"
0 0 0.75 35 "Male" "Married" "22" "The Lanes" 17 "Sedan" "Private"
0 0 0.75 43 "Female" "Married" "12" "Warrendale" 5 "Hatchback" "Commute"
0 0 0.833333333333333 32 "Male" "Married" "12" "The Lanes" 1 "Panel Van" "Private"
0 0 0.5 75 "Female" "Single" "22" "Lakeview" 21 "Hatchback" "Commute"
0 0 1 32 "Male" "Married" "18" "The Lanes" 1 "Panel Van" "Commute"
0 0 1 33 "Male" "Married" "12" "The Lanes" 7 "SUV" "Commute"
0 0 1 25 "Female" "Married" "12" "The Lanes" 4 "SUV" "Private"
0 0 0.5 45 "Female" "Single" "12" "Piety Corner" 7 "SUV" "Private"
0 0 1 64 "Female" "Married" "12" "Piety Corner" 4 "Hatchback" "Commute"
1 1 1 23 "Female" "Married" "22" "Warrendale" 21 "Sedan" "Business"
1 1 1 23 "Male" "Single" "12" "The Lanes" 5 "SUV" "Commute"
0 0 1 20 "Female" "Married" "22" "Bleachery" 2 "Roadster" "Commute"
0 0 1 28 "Male" "Married" "12" "Piety Corner" 4 "Hatchback" "Commute"
0 0 1 37 "Male" "Married" "22" "Bleachery" 10 "SUV" "Commute"
2 1 1 24 "Female" "Married" "12" "Piety Corner" 8 "SUV" "Commute"
0 0 0.75 49 "Female" "Married" "22" "Highlands" 1 "Minibus" "Commute"
0 0 1 25 "Male" "Married" "18" "Warrendale" 23 "Sedan" "Private"
0 0 1 32 "Female" "Married" "12" "The Lanes" 7 "Station Wagon" "Commute"
0 0 0.0833333333333333 34 "Male" "Married" "22" "Lakeview" 1 "Roadster" "Commute"
0 0 1 23 "Male" "Single" "12" "Bleachery" 8 "Sedan" "Business"
1 1 1 41 "Male" "Married" "22" "Warrendale" 15 "Panel Van" "Private"
0 0 0.75 40 "Female" "Married" "18" "Highlands" 4 "SUV" "Commute"
0 0 1 29 "Female" "Married" "16" "The Lanes" 0 "SUV" "Commute"
0 0 0.916666666666667 38 "Male" "Married" "22" "Highlands" 13 "Roadster" "Private"
0 0 1 23 "Male" "Single" "18" "Bleachery" 23 "Station Wagon" "Commute"
0 0 1 17 "Male" "Married" "18" "Lakeview" 8 "Panel Van" "Commute"
0 0 1 31 "Female" "Married" "18" "Lakeview" 20 "Sedan" "Business"
0 0 1 25 "Male" "Single" "12" "The Chemistry" 5 "Hatchback" "Private"
0 0 1 33 "Female" "Married" "12" "Bleachery" 4 "SUV" "Commute"
0 0 0.75 23 "Female" "Married" "12" "The Lanes" 0 "SUV" "Private"
0 0 1 55 "Female" "Married" "18" "Bleachery" 5 "Sedan" "Commute"
0 0 1 24 "Female" "Married" "12" "Warrendale" 12 "Panel Van" "Commute"
0 0 1 57 "Female" "Married" "16" "Lakeview" 18 "Station Wagon" "Commute"
0 0 1 39 "Female" "Married" "12" "Highlands" 6 "Roadster" "Commute"
0 0 1 58 "Male" "Married" "18" "Lakeview" 7 "SUV" "Private"
0 0 1 41 "Female" "Single" "16" "The Lanes" 5 "Minibus" "Commute"
0 0 0.25 45 "Female" "Married" "12" "Lakeview" 4 "Station Wagon" "Commute"
0 0 0.75 22 "Female" "Married" "12" "Warrendale" 8 "SUV" "Commute"
0 0 1 30 "Male" "Married" "16" "Piety Corner" 9 "Truck" "Commute"
0 0 1 45 "Male" "Single" "12" "Lakeview" 4 "Truck" "Private"
1 1 0.25 23 "Male" "Single" "22" "Warrendale" 0 "SUV" "Commute"
0 0 1 29 "Male" "Married" "16" "Banks Square" 6 "SUV" "Commute"
0 0 0.5 67 "Female" "Single" "16" "Lakeview" 2 "Truck" "Commute"
0 0 0.416666666666667 38 "Female" "Married" "12" "Lakeview" 2 "SUV" "Private"
1 1 1 33 "Male" "Married" "22" "Lakeview" 8 "Sedan" "Commute"
0 0 1 25 "Female" "Married" "12" "The Lanes" 5 "Panel Van" "Commute"
0 0 0.5 33 "Male" "Married" "12" "The Chemistry" 7 "SUV" "Commute"
0 0 1 30 "Female" "Married" "12" "Warrendale" 5 "Minibus" "Commute"
0 0 0.5 29 "Male" "Married" "18" "The Lanes" 0 "Truck" "Private"
0 0 0.75 27 "Female" "Single" "22" "Piety Corner" 21 "Roadster" "Private"
0 0 0.5 38 "Female" "Married" "22" "Bleachery" 0 "Sedan" "Private"
0 0 1 34 "Female" "Married" "18" "Warrendale" 8 "Sedan" "Commute"
0 0 1 23 "Male" "Married" "16" "The Lanes" 7 "Panel Van" "Commute"
0 0 0.916666666666667 30 "Female" "Married" "16" "The Lanes" 6 "Station Wagon" "Private"
0 0 1 29 "Male" "Married" "18" "Lakeview" 2 "Truck" "Commute"
0 0 1 20 "Male" "Married" "16" "Lakeview" 5 "SUV" "Private"
0 0 1 25 "Male" "Married" "18" "The Chemistry" 5 "Roadster" "Commute"
0 0 0.916666666666667 19 "Female" "Married" "12" "Lakeview" 4 "SUV" "Commute"
1 1 1 37 "Female" "Single" "12" "The Lanes" 1 "Hatchback" "Commute"
0 0 0.833333333333333 48 "Male" "Married" "16" "Piety Corner" 16 "Panel Van" "Commute"
0 0 0.75 35 "Female" "Married" "16" "Lakeview" 2 "Panel Van" "Commute"
0 0 0.25 56 "Female" "Married" "18" "Lakeview" 22 "Sedan" "Commute"
0 0 1 73 "Male" "Single" "22" "Banks Square" 18 "SUV" "Private"
0 0 1 31 "Male" "Married" "22" "The Chemistry" 9 "SUV" "Business"
0 0 1 38 "Male" "Married" "12" "The Chemistry" 5 "Station Wagon" "Commute"
0 0 1 32 "Female" "Married" "12" "Warrendale" 8 "SUV" "Private"
0 0 0.833333333333333 61 "Female" "Married" "22" "The Chemistry" 8 "Station Wagon" "Commute"
1 1 0.666666666666667 19 "Female" "Married" "18" "Warrendale" 5 "SUV" "Private"
0 0 1 27 "Female" "Married" "16" "Piety Corner" 0 "Panel Van" "Commute"
0 0 1 34 "Female" "Married" "12" "Banks Square" 5 "SUV" "Commute"
0 0 1 29 "Male" "Married" "16" "Bleachery" 13 "Roadster" "Private"
2 1 1 23 "Male" "Single" "12" "Piety Corner" 7 "Hatchback" "Commute"
0 0 1 29 "Male" "Married" "12" "Lakeview" 4 "Panel Van" "Commute"
1 1 1 25 "Male" "Married" "16" "Banks Square" 9 "SUV" "Commute"
0 0 1 23 "Male" "Married" "22" "The Lanes" 2 "Sedan" "Commute"
0 0 1 33 "Male" "Single" "18" "Piety Corner" 9 "SUV" "Commute"
0 0 1 34 "Female" "Married" "18" "The Lanes" 9 "Hatchback" "Commute"
0 0 0.5 27 "Female" "Married" "12" "Lakeview" 19 "Panel Van" "Private"
0 0 1 31 "Female" "Married" "16" "Piety Corner" 10 "Truck" "Private"
0 0 1 33 "Female" "Married" "18" "Banks Square" 8 "Sedan" "Private"
0 0 1 47 "Female" "Married" "16" "Banks Square" 10 "Roadster" "Commute"
0 0 1 17 "Male" "Married" "22" "The Chemistry" 6 "SUV" "Commute"
0 0 1 25 "Male" "Married" "16" "Bleachery" 6 "Hatchback" "Commute"
0 0 1 20 "Male" "Married" "22" "Warrendale" 5 "SUV" "Commute"
0 0 1 59 "Female" "Married" "22" "Bleachery" 13 "Panel Van" "Business"
0 0 1 25 "Male" "Married" "22" "The Chemistry" 1 "SUV" "Private"
1 1 1 24 "Female" "Married" "18" "Warrendale" 17 "SUV" "Business"
0 0 0.25 22 "Female" "Married" "22" "Bleachery" 1 "Panel Van" "Private"
0 0 1 73 "Female" "Married" "16" "Bleachery" 8 "Sedan" "Business"
1 1 0.75 31 "Male" "Married" "12" "The Lanes" 22 "Minibus" "Private"
0 0 1 17 "Male" "Married" "22" "Piety Corner" 6 "Panel Van" "Commute"
0 0 1 44 "Male" "Married" "18" "Highlands" 9 "Station Wagon" "Private"
2 1 1 27 "Male" "Married" "16" "Warrendale" 25 "Panel Van" "Commute"
1 1 1 24 "Male" "Married" "16" "The Chemistry" 24 "Truck" "Commute"
0 0 1 23 "Female" "Married" "16" "Warrendale" 6 "Roadster" "Commute"
0 0 1 20 "Female" "Single" "22" "Banks Square" 5 "Minibus" "Commute"
0 0 1 35 "Female" "Married" "22" "Highlands" 19 "Hatchback" "Commute"
0 0 1 42 "Female" "Married" "18" "Bleachery" 6 "Hatchback" "Commute"
0 0 1 22 "Female" "Married" "22" "Lakeview" 7 "Hatchback" "Private"
0 0 1 25 "Female" "Married" "16" "The Chemistry" 25 "Hatchback" "Commute"
0 0 1 68 "Male" "Married" "16" "The Lanes" 22 "SUV" "Commute"
0 0 0.5 29 "Male" "Married" "12" "Highlands" 9 "Hatchback" "Private"
0 0 1 59 "Male" "Married" "22" "Highlands" 1 "Panel Van" "Commute"
0 0 1 25 "Female" "Married" "22" "Piety Corner" 4 "SUV" "Commute"
0 0 1 44 "Female" "Married" "18" "Banks Square" 3 "Sedan" "Commute"
0 0 1 22 "Male" "Married" "18" "The Lanes" 3 "Roadster" "Business"
0 0 1 27 "Female" "Married" "12" "Bleachery" 7 "Station Wagon" "Commute"
0 0 1 44 "Female" "Married" "22" "Warrendale" 9 "Hatchback" "Commute"
0 0 1 44 "Male" "Single" "16" "Bleachery" 9 "Hatchback" "Business"
0 0 1 34 "Female" "Married" "16" "The Lanes" 2 "Sedan" "Business"
0 0 0.5 27 "Female" "Married" "18" "Banks Square" 2 "SUV" "Commute"
0 0 1 72 "Male" "Married" "16" "Highlands" 4 "Hatchback" "Commute"
2 1 1 31 "Female" "Married" "18" "The Chemistry" 7 "Panel Van" "Commute"
0 0 1 34 "Male" "Married" "22" "Lakeview" 2 "SUV" "Business"
0 0 0.75 33 "Female" "Married" "16" "Highlands" 6 "Sedan" "Commute"
0 0 1 17 "Male" "Married" "22" "Warrendale" 8 "Sedan" "Private"
0 0 1 30 "Female" "Single" "16" "Banks Square" 6 "Minibus" "Commute"
1 1 1 24 "Male" "Married" "16" "Lakeview" 8 "Hatchback" "Business"
0 0 1 29 "Male" "Married" "22" "Warrendale" 1 "SUV" "Private"
1 1 1 18 "Female" "Married" "12" "Lakeview" 8 "Hatchback" "Commute"
0 0 0.166666666666667 58 "Female" "Married" "12" "Banks Square" 6 "Sedan" "Commute"
1 1 0.5 30 "Male" "Married" "16" "Highlands" 4 "SUV" "Commute"
0 0 0.583333333333333 65 "Male" "Married" "22" "Piety Corner" 1 "Panel Van" "Private"
0 0 0.916666666666667 26 "Female" "Married" "18" "Highlands" 1 "SUV" "Private"
0 0 1 40 "Female" "Married" "16" "Warrendale" 24 "Panel Van" "Commute"
0 0 1 42 "Female" "Married" "22" "Lakeview" 13 "SUV" "Commute"
0 0 1 34 "Female" "Married" "18" "Warrendale" 0 "SUV" "Commute"
0 0 0.75 72 "Female" "Married" "22" "Bleachery" 6 "Hatchback" "Commute"
0 0 1 35 "Female" "Married" "18" "Warrendale" 6 "SUV" "Private"
0 0 0.75 35 "Male" "Single" "22" "The Lanes" 18 "Station Wagon" "Commute"
0 0 1 29 "Male" "Married" "18" "The Chemistry" 3 "Minibus" "Private"
1 1 1 19 "Male" "Married" "22" "Highlands" 8 "Station Wagon" "Private"
0 0 1 66 "Female" "Married" "12" "Piety Corner" 8 "Minibus" "Commute"
0 0 0.25 29 "Male" "Married" "16" "Piety Corner" 8 "Sedan" "Commute"
0 0 1 25 "Male" "Married" "16" "Lakeview" 17 "Sedan" "Private"
0 0 1 67 "Male" "Married" "18" "Lakeview" 19 "Sedan" "Business"
0 0 1 64 "Male" "Married" "16" "The Chemistry" 9 "Station Wagon" "Commute"
0 0 1 24 "Male" "Married" "16" "The Lanes" 4 "Sedan" "Private"
0 0 0.5 24 "Female" "Married" "18" "Lakeview" 11 "SUV" "Commute"
0 0 0.25 44 "Female" "Married" "12" "Lakeview" 3 "Minibus" "Business"
1 1 1 21 "Female" "Married" "22" "Banks Square" 1 "Sedan" "Commute"
0 0 1 34 "Male" "Married" "12" "The Lanes" 0 "Minibus" "Commute"
0 0 1 33 "Female" "Married" "22" "Lakeview" 7 "SUV" "Private"
0 0 1 30 "Female" "Single" "22" "Bleachery" 14 "Minibus" "Business"
0 0 0.666666666666667 52 "Female" "Married" "18" "Highlands" 6 "SUV" "Commute"
0 0 1 42 "Female" "Married" "12" "Warrendale" 5 "Truck" "Private"
2 1 1 28 "Female" "Married" "18" "Warrendale" 6 "Truck" "Commute"
0 0 0.166666666666667 50 "Female" "Married" "22" "Lakeview" 5 "SUV" "Private"
0 0 1 29 "Male" "Single" "12" "Banks Square" 6 "Minibus" "Commute"
0 0 1 34 "Male" "Married" "12" "The Lanes" 7 "Hatchback" "Business"
0 0 0.5 25 "Female" "Married" "16" "Bleachery" 0 "SUV" "Commute"
0 0 1 48 "Female" "Married" "22" "Lakeview" 23 "SUV" "Private"
0 0 1 26 "Male" "Married" "18" "The Lanes" 3 "SUV" "Commute"
0 0 1 24 "Male" "Married" "18" "Highlands" 0 "Panel Van" "Business"
0 0 1 23 "Female" "Married" "16" "Piety Corner" 0 "SUV" "Private"
0 0 1 42 "Female" "Married" "16" "Warrendale" 4 "Hatchback" "Private"
0 0 0.166666666666667 53 "Female" "Single" "16" "Highlands" 7 "Sedan" "Commute"
0 0 0.5 38 "Male" "Married" "18" "Lakeview" 0 "SUV" "Commute"
0 0 1 31 "Male" "Married" "16" "Piety Corner" 14 "SUV" "Commute"
1 1 1 30 "Male" "Single" "12" "Lakeview" 4 "Hatchback" "Commute"
0 0 0.666666666666667 23 "Female" "Married" "16" "Piety Corner" 5 "Hatchback" "Private"
0 0 1 22 "Male" "Married" "18" "The Chemistry" 18 "Minibus" "Private"
0 0 1 40 "Female" "Married" "16" "The Lanes" 5 "Sedan" "Private"
0 0 1 22 "Male" "Married" "22" "Piety Corner" 14 "Hatchback" "Commute"
0 0 1 24 "Female" "Married" "16" "Piety Corner" 2 "Sedan" "Private"
0 0 1 60 "Female" "Married" "12" "The Lanes" 8 "Station Wagon" "Commute"
1 1 1 23 "Male" "Single" "16" "Piety Corner" 9 "Hatchback" "Commute"
0 0 1 61 "Male" "Married" "22" "Banks Square" 7 "SUV" "Private"
0 0 1 23 "Female" "Married" "16" "Warrendale" 1 "Truck" "Private"
0 0 1 33 "Male" "Married" "16" "Warrendale" 25 "Station Wagon" "Commute"
0 0 0.75 26 "Female" "Married" "22" "Piety Corner" 0 "SUV" "Private"
0 0 1 29 "Female" "Married" "18" "Bleachery" 12 "Hatchback" "Private"
0 0 1 35 "Female" "Married" "22" "The Chemistry" 19 "Hatchback" "Private"
0 0 1 56 "Female" "Married" "22" "Warrendale" 8 "SUV" "Business"
0 0 1 55 "Female" "Married" "16" "Piety Corner" 3 "Station Wagon" "Commute"
0 0 1 24 "Male" "Married" "16" "Warrendale" 4 "Station Wagon" "Private"
1 1 0.5 28 "Female" "Married" "12" "The Chemistry" 1 "Sedan" "Private"
0 0 1 46 "Female" "Married" "12" "The Chemistry" 6 "Panel Van" "Commute"
0 0 0.25 36 "Male" "Single" "22" "Highlands" 5 "Hatchback" "Private"
0 0 1 42 "Female" "Married" "12" "Warrendale" 5 "Panel Van" "Commute"
0 0 1 36 "Male" "Married" "12" "Piety Corner" 24 "Hatchback" "Commute"
0 0 0.833333333333333 27 "Male" "Single" "22" "The Lanes" 0 "Minibus" "Private"
0 0 1 34 "Male" "Married" "12" "The Lanes" 6 "SUV" "Commute"
0 0 1 44 "Female" "Married" "12" "Warrendale" 0 "SUV" "Private"
0 0 1 34 "Male" "Married" "18" "Warrendale" 1 "SUV" "Commute"
0 0 1 35 "Male" "Single" "18" "Warrendale" 8 "SUV" "Private"
0 0 1 25 "Female" "Married" "22" "Piety Corner" 15 "SUV" "Commute"
0 0 1 74 "Female" "Single" "22" "Bleachery" 11 "SUV" "Private"
0 0 1 24 "Female" "Single" "22" "Warrendale" 6 "SUV" "Private"
0 0 1 40 "Male" "Married" "22" "Bleachery" 22 "Panel Van" "Private"
0 0 1 21 "Female" "Married" "12" "Bleachery" 24 "Panel Van" "Private"
0 0 1 35 "Female" "Single" "18" "Lakeview" 1 "SUV" "Commute"
0 0 1 32 "Female" "Married" "12" "Warrendale" 2 "Roadster" "Commute"
0 0 1 33 "Female" "Married" "22" "Lakeview" 9 "SUV" "Commute"
0 0 0.833333333333333 59 "Female" "Married" "18" "The Chemistry" 4 "SUV" "Commute"
0 0 1 75 "Male" "Married" "12" "Warrendale" 3 "Hatchback" "Commute"
0 0 1 42 "Female" "Married" "16" "The Lanes" 1 "Station Wagon" "Private"
0 0 1 42 "Female" "Married" "22" "The Lanes" 5 "SUV" "Private"
0 0 1 30 "Female" "Married" "22" "Warrendale" 9 "Panel Van" "Private"
0 0 1 63 "Male" "Single" "16" "Piety Corner" 19 "Hatchback" "Commute"
0 0 1 28 "Female" "Married" "18" "Piety Corner" 2 "Panel Van" "Private"
0 0 0.75 43 "Female" "Married" "22" "Banks Square" 4 "Panel Van" "Commute"
0 0 1 32 "Female" "Married" "12" "Highlands" 5 "Hatchback" "Commute"
0 0 1 38 "Female" "Married" "16" "Lakeview" 14 "SUV" "Commute"
0 0 1 27 "Female" "Married" "12" "Banks Square" 2 "Sedan" "Private"
0 0 0.5 18 "Female" "Married" "18" "Highlands" 4 "SUV" "Commute"
2 1 1 25 "Male" "Single" "18" "The Lanes" 1 "Truck" "Commute"
0 0 1 68 "Female" "Married" "18" "Bleachery" 4 "Minibus" "Commute"
1 1 1 30 "Male" "Married" "22" "The Chemistry" 3 "Sedan" "Business"
0 0 1 23 "Female" "Married" "22" "Lakeview" 2 "Minibus" "Private"
0 0 1 31 "Male" "Married" "18" "Lakeview" 8 "Sedan" "Commute"
0 0 0.416666666666667 35 "Female" "Married" "18" "Lakeview" 15 "Minibus" "Private"
2 1 1 28 "Female" "Married" "12" "Highlands" 4 "Sedan" "Business"
0 0 1 25 "Female" "Married" "12" "Piety Corner" 3 "SUV" "Commute"
0 0 1 62 "Male" "Married" "18" "Piety Corner" 2 "Hatchback" "Private"
0 0 1 21 "Female" "Married" "12" "Warrendale" 5 "Truck" "Business"
0 0 1 32 "Male" "Married" "22" "Warrendale" 6 "Hatchback" "Commute"
0 0 1 41 "Female" "Married" "12" "Highlands" 6 "Panel Van" "Private"
0 0 1 29 "Male" "Married" "12" "The Lanes" 5 "Hatchback" "Commute"
0 0 1 38 "Male" "Married" "12" "Highlands" 14 "Panel Van" "Commute"
0 0 0.0833333333333333 74 "Female" "Single" "18" "The Chemistry" 1 "Station Wagon" "Commute"
0 0 1 38 "Male" "Single" "16" "Lakeview" 9 "SUV" "Commute"
0 0 1 64 "Female" "Married" "16" "Warrendale" 0 "Panel Van" "Private"
0 0 1 25 "Female" "Married" "18" "The Lanes" 0 "Minibus" "Commute"
0 0 1 35 "Male" "Single" "16" "Piety Corner" 1 "Sedan" "Private"
0 0 1 27 "Female" "Married" "18" "Lakeview" 3 "Sedan" "Private"
0 0 1 25 "Male" "Married" "12" "Lakeview" 5 "Panel Van" "Commute"
0 0 0.5 27 "Female" "Married" "12" "Lakeview" 1 "Truck" "Commute"
1 1 1 49 "Female" "Married" "18" "The Lanes" 21 "Roadster" "Business"
0 0 1 63 "Female" "Married" "16" "Lakeview" 8 "Station Wagon" "Business"
0 0 1 39 "Male" "Married" "12" "Bleachery" 12 "Station Wagon" "Commute"
0 0 0.75 36 "Male" "Married" "16" "Lakeview" 1 "SUV" "Commute"
1 1 1 33 "Female" "Married" "16" "Piety Corner" 1 "Sedan" "Commute"
0 0 0.5 34 "Female" "Married" "22" "Highlands" 4 "SUV" "Business"
0 0 0.416666666666667 40 "Female" "Single" "12" "Lakeview" 4 "SUV" "Commute"
0 0 1 29 "Female" "Married" "22" "The Lanes" 0 "SUV" "Commute"
0 0 1 23 "Male" "Single" "16" "Bleachery" 4 "Station Wagon" "Private"
0 0 1 32 "Female" "Married" "12" "Lakeview" 4 "Station Wagon" "Commute"
0 0 1 61 "Female" "Married" "12" "Piety Corner" 9 "SUV" "Private"
2 1 1 19 "Female" "Married" "18" "Warrendale" 1 "Sedan" "Commute"
0 0 0.25 33 "Male" "Married" "22" "The Chemistry" 6 "Station Wagon" "Commute"
0 0 1 65 "Female" "Married" "12" "Piety Corner" 6 "Panel Van" "Private"
0 0 1 75 "Female" "Married" "18" "Bleachery" 3 "Panel Van" "Commute"
0 0 0.5 38 "Female" "Married" "22" "Piety Corner" 9 "SUV" "Commute"
1 1 1 30 "Male" "Single" "22" "The Chemistry" 1 "SUV" "Commute"
0 0 1 32 "Female" "Single" "22" "Lakeview" 9 "SUV" "Commute"
0 0 1 33 "Female" "Married" "22" "The Chemistry" 12 "Hatchback" "Business"
0 0 0.166666666666667 32 "Male" "Married" "12" "Lakeview" 14 "Station Wagon" "Private"
2 1 1 21 "Male" "Married" "12" "Piety Corner" 4 "Hatchback" "Commute"
